Codigo,Descripcion,Costo,Precio2,,
891013,CAUTIN DE 30 WATTS # 74B55,12.5,16.5,,
891015,MAQUINA SOLDAR AC 225 THUNDER INFRA,2077.1,2596.5,,
891016,CAUTIN TIPO BANDERA 200 WATTS 110V. ALEMAN,357.77,472.36,,
891017,CAUTIN TIPO BANDERA DE 500W. 120V,455.99,595.02,,
891018,CAUTIN 40W. 120V. PLASTICO    «TECH»,31.4,41.45,,
891019,CAUTIN TIPO BANDERA ALEMAN 300W. 110V. 62-202,410,535.01,,
891021,CAUTIN 25 W. TIPO WELLER  50B125,16.65,21.65,,
891022,CAUTIN 40W. TIPO WELLER 50B140 BK,59.4,78.5,,
891023,77B20-60   CAUTIN 60 W. CABO MADERA,18,23.75,,
891024,PORTA ELECTRODO 300 AMP.,46.85,61.85,,
891025,PINZA DE TIERRA 350 AMP.,29.2,38.85,,
891026,74B70   CAUTIN TIPO WELLER 40W.,21.5,28.4,,
891027,D550     PISTOLA PROFESIONAL 260/200W.     WELLER,545,720.25,,
891028,CAUTIN TIPO LAPIZ 74B32   40W.,30,39.6,,
891029,CAUTIN # NI80   80 WATTS    <NICHOLSON>,79.5,105,,
891030,082-60  CAUTIN C/MADERA 60 W.         <TMC>,28.5,37.25,,
891031,082-40  CAUTIN C/MADERA 40 W.      <TMC>,23,31,,
891032,74B33     PISTOLA PARA SOLDAR 150W.    «MIYAKO»,99.95,143.75,,
891033,PORTA ELECTRODO 400 AMP.,64.2,84.75,,
891034,PORTA ELECTRODO TIPO PESADO 400 AMP.,115.6,152.6,,
891035,PINZA DE TIERRA 500 AMP.,34.64,45.7,,
891036,PINZA DE TIERRA (610 ARFOSA) 400 AMP.,155.54,205.3,,
891037,08356-30   CAUTIN TIPO WELLER 30W.    «TMC»,34.5,45.8,,
891038,08356-40   CAUTIN TIPO WELLER 40W.    «TMC»,36,47.5,,
891039,CAUTIN # NI30   30 WATTS     <NICHOLSON>,33.92,44.75,,
891040,CAUTIN # NI40   40 WATTS     <NICHOLSON>,41.25,54.45,,
891041,PISTOLA SOLDAR  NG100PK   100 WATTS.    <NICHOLSON>,108.75,143.5,,
891042,CARETA P/SOLDAR MOD 405  CLIMAX,51.9,68.5,,
891043,CAUTIN TIPO LAPIZ 30W. PLASTICO,10.78,14.25,,
891044,NBW-74     EXTRACTOR DE ESTAÑO,14.38,19.45,,
891045,PINZA DE TIERRA 300 AMP.,34.71,45.85,,
891046,CAU-30P   CAUTIN TIPO LAPIZ 30W. C/ACCESORIOS  <PRETUL>,18.11,23.9,,
891047,50B410   EXTRACTOR DE ESTAÑO HEAVY DUTY    «BK»,12,16.2,,
891048,PANTALLA P/ESMERILAR 424-RN     <CLIMAX>,55.59,73.95,,
891049,LENTES TRANSPARENTES M-580/2,14.85,19.75,,
891050,CP-N300CA   SOLDADORA MARCA COMPARC MUNDIAL 250 AMP.,1250,1650,,
891051,CAUTIN # NI30   25 WATTS     <NICHOLSON>,30,39.9,,
891052,74B23 PISTOLA P/SOLDAR 100W.   «Nippon America»,72,95.2,,
891053,PORTA ELECTRODO ALEMAN 600 AMP.,46.46,61.35,,
891054,CAUTIN CERAMICO 40 WATTS S5640C,34,45.6,,
891055,08356-60C   CAUTIN CERAMICO 2BLE TEMPE. 25/60 W.  S5660C,48,63.75,,
891056,50B810   EXTRACTOR DE ESTAÑO HEAVY DUTY    «BK»,10.25,0.06,,
891057,CAUTIN ALTA PRESICION 40W.   40B040,26.7,36,,
891058,PI-810   CAUTIN 30 WATTS  <Plug-in>,6.9,6.9,,
891059,CAUTIN CERAMICO 25 WATTS SS625C,34.9,47.25,,
891060,082-30   CAUTIN CABO MADERA 30W.    «TMC»,22,29,,
891061,WD-60R   CAUTIN CABO MADERA 60W. 110V.,7.44,14.5,,
891062,77B30   CAUTIN CABO MADERA 30 W.,9.76,13.75,,
891063,KS40   CAUTIN CABO PLASTICO 40W.,10,13.25,,
891064,082-100  CAUTIN C/MADERA 100W.     «TMC»,38,50,,
891065,FU0231   CAUTIN TIPO PISTOLA 100W.    «FULGORE»,109.21,150,,
891066,78B60   CAUTIN CABO PLASTICO 60W.,21.39,28.25,,
891067,CAUTIN 60 W. 120V. C/ESTAÑO Y REP.    «VIKINGO»,16.45,21.7,,
891068,D1240   CAUTIN 40W. 120V.    «WELLER»,166,220.25,,
891069,08356-60   CAUTIN TIPO WELLER 60W.    «TMC»,39,51.75,,
891070,08-PUMP   EXTRACTOR DE ESTAÑO    «TMC»,11,14.5,,
891071,08756-30CL   CAUTIN CERAMICO C/LUZ 30 WATTS    «TMC»,56,74.65,,
891072,08756-40CL   CAUTIN CERAMICO C/LUZ 40 WATTS    «TMC»,59,78.6,,
891073,CARETA P/ESMERILAR MOD. 434    «CLIMAX»,62.2,80.86,,
891074,GIO-100PS   PISTOLA PARA SOLDAR DE 100 W.,64.17,86.63,,
891075,79B65-30   CAUTIN CERAMICO 30W.     «NIPPON AMERICA»,29.5,38.95,,
891076,79B65-40   CAUTIN CERAMICO 40W.     «NIPPON AMERICA»,32,42.25,,
891077,79B65-60   CAUTIN CERAMICO 60W.     «NIPPON AMERICA»,34,44.95,,
891078,22-3830   EXTRACTOR DE ESTAÑO   «BK»,13.88,18.25,,
891079,77B20-40   CAUTIN 40 W. CABO MADERA  «NIPPON AMERICA»,17,22.65,,
891080,77B20-100   CAUTIN 100 W. CABO MADERA,29.5,38.95,,
891081,082-80  CAUTIN C/MADERA 80 W.    «TMC»,31,41,,
891082,77B20-30   CAUTIN 30 W. CABO MADERA    «N.A.»,17.5,23.25,,
891083,NT1256-30   CAUTIN MGO. AMARILLO 30W.    «TOPPER»,14,18.5,,
891084,NT1256-45   CAUTIN MGO. AMARILLO 45W.    «TOPPER»,16.75,22.1,,
891085,NT1256-60   CAUTIN MGO. AMARILLO 60W.    «TOPPER»,18.55,24.5,,
891086,NT1255-30   CAUTIN MGO. ROJO 30W.    «TOPPER»,12,15.85,,
891087,NT1255-45   CAUTIN MGO. ROJO 45W.    «TOPPER»,14.5,19.25,,
891088,NT1255-60   CAUTIN MGO. ROJO 60W.    «TOPPER»,16.25,21.45,,
891089,GIO-040S   CAUTIN PLASTICO 40 WATTS    «GIO»,26,34.35,,
891090,GIO-060S   CAUTIN PLASTICO 60 WATTS    «GIO»,29.5,38.95,,
891091,PORTA ELECTRODO ALEMAN 500 AMP.,13.09,60,,
891092,74B40   CAUTIN CABO MADERA 40 W.    «MIYAKO»,0,0,,
891093,74B60   CAUTIN CABO MADERA 60 W.    «MIYAKO»,18.95,25,,
891094,FU0232   CAUTIN TIPO PISTOLA 35W.    «FULGORE»,30.57,40,,
891095,JGO. GUANTE PARA SOLDADOR     «SUPLINOR»,52.6,69.45,,
891096,SOLDADORA ELECTRICA 120/240V. 250AC    «MEGA FORCE»,1040,1385,,
891097,GIO-130S   CAUTIN DOBLE TEMPERATURA 20/130W.    «GIO»,33,43.55,,
891098,71B30KT  KIT CAUTIN Y ACCESORIOS 30W-110V  ««N. A.»»,25,35,,
891099,GUANTE PARA SOLDADOR NARANJA      «STEELPRO»,51,67.5,,
891100,08156-30W CAUTIN 30W P/FIGURAS MADERA/CUERO ««T.M.C.»»,69,91.25,,
891101,PISTOLA SOLDAR 150W. 120V.     «PACIFIC»,114.6,151.25,,
891102,ZD-507B   PISTOLA SOLDAR 100 W. 120V.,153,201.95,,
891103,74B41   CAUTIN TIPO WELLER 40W.     «MIYAKO»,39.55,52.25,,
899001,120555     NAVAJA METALICA C/LUZ     <SURTEK>,22.01,29.75,,
899002,120550     NAVAJA PLAST. APERTURA A MANO   <SURTEK>,27.57,37.25,,
899003,506-P     CANGREJO FORRADO 6    <SURTEK>,52.02,68.7,,
899005,D09     DEST. MEC. 4 EN 1 1 PTS. STD 6 M.M.   <SURTEK>,33.25,43.9,,
899006,997     PINZA PELA CABLES AUTOMATICA 9 1/2    <SURTEK>,93.12,122.9,,
899007,510-P     CANGREJO FORRADO 10    <SURTEK>,70.11,92.55,,
899008,508-P     CANGREJO FORRADO 8   <SURTEK>,55.51,73.25,,
899009,956     MINI-PINZA PTA. REDONDA 4 3/4     <SURTEK>,27.28,36,,
899010,954     MINI-PINZA PTA. AGUJA 5 7/8    <SURTEK>,27.28,36,,
899011,953     MINI-PINZA PTA. CURVA 4 3/4    <SURTEK>,27.28,36,,
899012,952  MINI-PINZA DE ELECTRICISTA 4 1/2   <SURTEK>,27.28,36,,
899013,951     MINI-PINZA PUNTA Y CORTE 4 3/4   <SURTEK>,27.28,36,,
899014,950     MINI-PINZA T. TENAZA  4 1/16     <SURTEK>,27.28,36,,
899015,946     ALICATE C/DIAGONAL S/REST. 5 1/4   <SURTEK>,28.27,37.3,,
899016,929     ALICATE PUNTA LARGA CORTE LAT. 8 9/16  <SURTEK>,41.02,54.15,,
899017,926     ALICATE PUNTA LARGA CORTE LAT. 6 3/4    <SURTEK>,33.94,44.8,,
899018,968     ALICATE P/ELECT. CORTE LAT. 8 9/16    <SURTEK>,42.52,56.15,,
899019,967     ALICATE P/ELECT. CORTE LAT. 7 1/2    <SURTEK>,39.55,52.21,,
899020,969     ALICATE P/ELECT. CORTE LAT. 9 3/8     <SURTEK>,49.72,65.63,,
899021,120556     NAVAJA METAL. APERTURA A MANO     <SURTEK>,56.58,74.7,,
899022,D13  JGO. DESTOR. CON LUZ 31 PZS.   <SURTEK>,105.76,139.6,,
899023,MT01   MAGNETICO TELEC. 13CM-64CM  P/3.2 LBS.  <SURTEK>,29.35,38.75,,
899024,120509   NAVAJA MULTI-HERRAMIENTA 24 EN 1  <SURTEK>,179.76,237.25,,
899025,120507     JGO. NAVAJA Y NAVAJA MULTIHERRAMIENTA 2PZS.   <SURTEK>,90,120.6,,
899026,500     NAVAJA MULTIHERRAMIENTA 19 EN 1    <SURTEK>,190.42,251.35,,
899027,"PRENSA TERMINALES 8 1/2""    «TEC»",59.98,79.25,,
899028,120500     NAVAJA MULTIHERRAMIENTA 19 EN 1  <SURTEK>,163.55,220,,
899029,PFC100   JGO. DE 100 PZS. PUNTAS PROF.       <SURTEK>,115.17,152.5,,
899030,T04     TIJERA P/PODAR 2 MANOS 20 PLG.    <SURTEK>,36.86,49.75,,
899031,ALLF-25  JGO. 25 PZS. LLAVES ALLEN HEX. Y MM.   <SURTEK>,41.24,55.7,,
899032,"120510   JGO. NAVAJA, MULTI-HERRAMIENTA  Y LINTERNA   <SURTEK>",163.98,216.45,,
899033,UP258G   ALICATE UNIVERSAL CORTE LATERAL 8 9/16,102.75,138.75,,
899034,S20F5816N   COPA RAIZ 1/2  X   1/2  HEXAGONAL CORTA   <SURTEK>,0,1,,
899035,S20F5824N   COPA RAIZ 1/2  X   3/4  HEXAGONAL CORTA   <SURTEK>,0,1,,
899036,S18F5820      COPA RAIZ 1/2  X   5/8  HEXAGONAL CORTA   <SURTEK>,0,1,,
899037,S18F5118      COPA RAIZ 3/8  X   9/16  ESTRIADA CORTA   <SURTEK>,0,1,,
899038,S18F5124      COPA RAIZ 3/8  X   3/4  ESTRIADA CORTA   <SURTEK>,0,1,,
899039,S18F5116      COPA RAIZ 3/8  X   1/2  ESTRIADA CORTA   <SURTEK>,0,1,,
899040,S18F5120      COPA RAIZ 3/8  X   5/8  ESTRIADA CORTA   <SURTEK>,0,1,,
899041,S20F5830N   COPA RAIZ 1/2  X   15/16  HEXAGONAL CORTA   <SURTEK>,0,1,,
899042,T07     TIJERA FLORICULTOR     <SURTEK>,45.1,59.75,,
899043,17009   NAVAJA DE BOLSILLO ABATIBLE  NASU-1A   <TRUPER>,106.79,141,,
899044,17012   NAVAJA DE BOLSILLO ABATIBLE  NASU-1B   <TRUPER>,39.99,52.8,,
899045,14294   CASCO C/CARRACA AMARILLO    «TRUPER»,41.82,55.25,,
899046,10370   CASCO C/CARRACA BLANCO    «TRUPER»,40.41,53.4,,
899047,10373   CASCO DE SEGURIDAD ROJO CAS-R   <SURTEK>,26.4,0.06,,
899048,18301   HOJA DE SIERRA 40 DIENTES/CARBURO 7 1/4   «TRUPER»,71.19,92.55,,
899050,947   CORTA ALAMBRE C/DIAGONAL 7 Plg.   <Surtek>,35.84,47.3,,
899052,120505   JGO. MULTI-HERRAMIENTA 6 PZS.     <SURTEK>,267.55,353.15,,
899053,120551   NAVAJA DE BOLSILLO 5 FUNCIONES        <SURTEK>,49.87,65.85,,
899054,22405   NAVAJA (CUTTER) CUERPO PLASTICO DE 6Plg.   <Surtek>,5.2,6.95,,
899055,22603   ALICATE ELECTRICISTA 7PLG.    «PRETUL»,20.63,27.25,,
899056,22132   MANGUERA 2 CAPAS PARA AGUA 1/2 X 15M    «SURTEK»,49.49,65.35,,
899057,S90D06   JGO. DESTORN. 6 en 1 CON MATRACA  <SURTEK>,42.87,57.9,,
901001,TABLERO TL-260 2CIRC/40AMP.     G.E.,24.5,32.85,,
901002,TABLERO TL-270 MONOF. 2 CIRC./70AMP.    G.E.,67.16,88.65,,
901003,TABLERO TL-412 MONOF. 4 CIRC./125AMP.  G.E.,141.65,186.95,,
901004,TABLERO TL-612 MONOF. 6 CIRC./125AMP.  G.E.,135.57,178.95,,
901005,TABLERO TL-812 MONOF. 8 CIRC/125AMP.  G.E.,240.83,317.9,,
901006,TABLERO TL-1212 MONOF. 12 CIRC/125A.  G.E.,285.99,377.5,,
901007,TABLERO TL-1612 MONOF. 16 CIRC/125AMP.  G.E.,388.36,565.75,,
901008,TABLERO TL-2015 MONOF. 20 CIRC/150 AMP.  G.E.,0.05,0.06,,
901009,TABLERO  TL-2020 MONOF. 20 CIRC./200 AMP. G.E.,381.96,496.74,,
901010,TABLERO TL-2420 MONOF. 24 CIRC./200 AMP.   G.E.,485.86,641.34,,
901011,TABLERO TL-3220 MONOF. 32 CIRC./200 AMP.,891.16,1176.25,,
901012,TABLERO TQL-2100R 2 CIRC./100A.  EXTERIOR  G.E.,159.6,215,,
901013,TABLERO TQL-370 TRIFASICO 70 AMP.  G.E.,138.1,186.44,,
901014,TABLERO TQL-3100 TRIF. 100 AMP   G.E.,309.95,409.25,,
901015,TABLERO TL-4020 MONOF. 40 POLOS/200 AMP.   G.E.,826.76,1091.3,,
901016,TABLERO TL-12412 TRIF. 12 CIRC./125 AMP.   G.E.,662.6,875,,
901017,TABLERO TL-18415 TRIF. 18 CIRC./150 AMP.   G.E.,720.02,950.45,,
901018,TABLERO  TL-30420 TRIF. 30 CIRC./200 AMP.   G.E.,974.67,1286.65,,
901019,TABLERO TL-42420 TRIF. 42 CIRC./200 AMP.  G.E.,1136,1499.75,,
901020,TABLERO MONOFASICO  2 CIRCUITOS  60 AMP.  C.H.,32.14,42.5,,
901021,TABLERO MONOF.  4 CIRC. BR48L125FP  125A.    «C.H.»,167.72,221.45,,
901022,TABLERO MONOFASICO  6 CIRCUITOS 125 AMP.  C.H.,104.96,137.25,,
901023,TABLERO MONOF.  8 CIRC. BR816L125FDP 125A.    «C.H.»,221.34,292,,
901024,TABLERO MONOF. 12 CIRC. BR1224L125  125A.    «C.H.»,316.64,420,,
901025,TABLERO BR2024L125  20 CIRC. 125A  C.H.,209.87,276,,
901026,TABLERO MONOF. 16 CIRC.  BR1624L125F  125A.     «C.H.»,372.21,491.5,,
901027,TABLERO G.E. TL-24415 TRIFASICO,913.65,1206,,
901029,BTC242E   TABLERO MONOF. 2 CIRCUITOS 100A.       «BTICINO»,40.81,53.9,,
901030,TABLERO MONOF. 24 CIRCUITOS 125A. C/BARRAS Y RIEL  BTICINO,273.04,360.4,,
901031,"PANEL P/16 MED. SOCKET C/FLIP PRINC, 150AMP. 240V. MONOF.",11664.65,14995.3,,
901032,TABLERO CH-270 2 POLOS,39.95,52.75,,
901033,TABLERO CH-412 4 POLOS,65.91,87,,
901034,TABLERO 102-2 70 AMP. ELECTRIC POWER,34,44.85,,
901035,TABLERO TL-42422 TRIF. 42 CIRC./225 AMP.  G.E.,1314,1734.75,,
901036,TABLERO TM-30422     G.E.,686.04,905.6,,
901037,TABLERO MONOF. 24 CIRC. BR2424L125  125A.    «C.H.»,537.04,708.95,,
901038,TABLERO TQL-3100 TRIF. 100 AMP EXT. NEMA 3R   G.E.,690.45,915,,
901039,BTC2128P   TABLERO MONOF. 8 CIRCUITOS 225A.    «BTICINO»,314.58,415.25,,
901040,TABLERO MONOF. 12 CIRCUITOS 225A. # 8952/12L  BTICINO,336.97,630.13,,
901041,TABLERO MONOF. 4 CIRCUITOS 100A. S/P    «BTICINO»,120,158.4,,
901042,TABLERO MONOF. 12 CIRCUITOS 225A. # 8952/12  BTICINO,166.52,0.06,,
901043,TABLERO TL-4222 MONOF. 42 CIRC./225 AMP.  G.E.,1118.46,1476.45,,
901044,TABLERO MONOF. 30 CIRC. BR3040L200  200A.    «C.H.»,693.53,915.45,,
901045,TABLERO TRIF. NCD 18 POLOS 480V. BARRAS 600A.    «G.E.»,8930,11790,,
901046,TAB. MONOF. 42 POLOS C/FLIPON PRINCIPAL 2X200A. 240V.    «SQUARE-D»,1980,2695,,
901047,TABLERO TQL-3225 TRIF. 225AMP.  NEMA 3R   G.E.,692.61,915,,
901048,TABLERO 8 POLOS IP65    «G.E.»,250,330,,
901049,TABLERO MONOF. 8 CIRCUITOS 225A. 8952/8  BTICINO,139.62,0.06,,
901050,TAB. 30 POLOS 200A. C/ESP. P/FLIP. PRINC.    «SQUARE-D»,1590,2098.8,,
901051,TAB. MONOF. 42 CIRC. 225A. C/ESPACIO P/FLIPON PRIN.     «G.E.»,918.11,1211.95,,
901052,TABLERO TQL-2100R 2 CIRC./100A.  EXTERIOR    «C.H.»,174.85,230.8,,
901053,QU2DTI   ENCLAVAMIENTO MECANICO P/TRANF. QO     «SQUAR-D,50,65,,
901054,TABLERO 8 CIRCUITOS 125 AMP.      «SIEMENS»,222.3,288.95,,
901055,TABLERO 12 CIRCUITOS 125 AMP.     «SIEMENS»,380.47,494.6,,
901056,TABLERO TL-101 MONOF. 1 CIRC./70AMP.,22,29,,
901057,TABLERO TL-270 MONOF. 2 CIRC./1000AMP.    «ELECTRIK»,62,81.85,,
901058,TABLERO TL-412 MONOF. 4 CIRC./125AMP.    «ELECTRIK»,138,182,,
901059,TAB. 30P. TRIF. 400A. T/NCB 240V. C/FLIP. P./FLIP. SEC.  «G.E.»,16000,20000,,
901060,TAB. 12P. TRIF. 400A. T/NCB 480V. C/FLIP. PRINC./2 SEC. «G.E.»,12830,17650,,
901061,TABLERO TQL-2100R 2 CIRC./100A.  EXTERIOR GRIS,140,184.8,,
901062,TABLERO QO 24 POLOS MONOF. 120/240V.    «SQUARE-D»,724.03,955.75,,
901063,TABLERO P/4 CONTAD.  MONOF. 120/240V. C/RAMAL 2X60A.   «SQUARE-D»,6550,8646,,
901064,TABLERO QO 42 POLOS MONOF. 120/240V.    «SQUARE-D»,1040,1372.8,,
901065,TABLERO TL-270 MONOF. 2 CIRC./50 AMP  ««JF»»,36,48.75,,
901066,TABLERO TQL-3225 TRIF. 225AMP.  NEMA 3R    «SQUARE-D»,825,1089,,
901067,TABLERO MONOF. 2 CIRCUITOS 100A #8920/2S ««BTICINO»»,42.19,55.95,,
901068,BTC2128 TABLERO MONOF. 8 CIRCUITOS 125A   ««BTICINO»»,187.44,249.3,,
901069,TABLERO MONOF. 12 CIRCUITOS 125A 8952/12 B  ««BTICINO»»,250.83,333.75,,
901070,BTC21212  TABLERO MONOF. 12 CIRC. 8952/12L  ««BTICINO»»,354.7,471.75,,
901071,TABLERO TRIF. 18 POLOS BARRAS 600A. 480V.     «SQUARE-D»,7500,9150,,
901072,TABLERO TRIF. 18 POLOS ESP. FLIP. PRINC. BARRAS 400AMP. 480V.,14525,19173,,
901073,TABLERO TRIF. 42 POLOS 225A. 120/240V.     «SQUARE-D»,1650,2178,,
902001,TARUGO PLASTICO 1/4- X 1 1/2-   AMARILLO,0.06,0.15,,
902002,TARUGO PLASTICO 9/32     VERDE,0.05,0.15,,
902003,TARUGO PLASTICO 3/8-   AZUL,0.26,0.35,,
902004,TARUGO PLASTICO 1/2-     NEGRO,0.4,0.55,,
902005,TARUGO PLASTICO 5/16 CELESTE,0.15,0.25,,
902007,TARUGO PLASTICO  6MM. GRIS    «FISCHER»,0.12,0.25,,
902008,TARUGO PLASTICO  8MM. GRIS    «FISCHER»,0.22,0.3,,
902009,TARUGO PLASTICO 10MM. GRIS    «FISCHER»,0.74,1,,
902010,TARUGO PLASTICO 12MM. GRIS    «FISCHER»,0.99,1.35,,
902011,52389   TARUGO GK P/TABLA YESO    «FISCHER»,175,230,,
903001,YDA. TAPETE NOMAD CAFE 36 X 132     <3M>,391.76,509.3,,
903002,YDA. TAPETE NOMAD GRIS 36 X 132     <3M>,307.42,399.65,,
903003,YDA. TAPETE NOMAD AZUL 48 X 132     <3M>,327.87,426.25,,
906001,8781353121     TERMINALES -BOSCH-,1.05,1.4,,
906002,8784485023     TERMINAL PROLONG. # 10-12    -BOSCH-,1.54,2.05,,
906003,8784485001     TERMINAL PROLONG. # 14-16    -BOSCH-,1.19,1.6,,
906004,8781355000     TERMINALES  -BOSCH-,2.13,2.85,,
906005,8781353008     TERMINAL DE UÑA CAL. 10        «BOSCH»,1.44,1.9,,
906006,8784480011     TERMINALES     -BOSCH-,1.19,1.6,,
906007,8781355811     TERMINALES  -BOSCH-,1.43,1.9,,
906008,TERMINAL COBRE SOLDAR # 1/0 SGL 125A.,10.97,14.5,,
906009,8784478014     TERMINALES     -BOSCH-,1.75,2.35,,
906010,8784485024     TERMINALES   -BOSCH-,0.88,1.2,,
906011,8784485000     TERMINAL PROLONG. # 18-22    -BOSCH-,0.98,1.3,,
906012,8781353127     TERMINALES   -BOSCH-,1.19,1.6,,
906013,8781353126     TERMINALES  -BOSCH-,1.12,1.55,,
906014,1901355880     TERMINALES     -BOSCH-,1.45,1.9,,
906015,1901360820     TERMINALES     -BOSCH-,0.98,1.3,,
906016,8781353125     TERMINALES     -BOSCH-,1.3,1.75,,
906017,8781355800     TERMINALES     -BOSCH-,1.26,1.7,,
906018,8781353132     TERMINALES     -BOSCH-,1.33,1.75,,
906019,8781353131     TERMINAL DE OJO CAL. 10     «BOSCH»,1.36,1.8,,
906020,TERMINAL COBRE 1 TORNILLO # 4/0-500 MCM,70,89.25,,
906021,TERMINAL COBRE 1 TORNILLO SLU-300A,25.66,40.1,,
906022,TERMINAL COBRE DC600 2X350 MCM-1,75,98.25,,
906023,TERMINAL COBRE DC800 2X500 MCM-1/0,120,159.25,,
906024,TERMINAL COBRE 1 TORNILLO 2/0,8.8,12.25,,
906025,TERMINAL COBRE SLU TOR. 400A 500MCM-1/0,42.32,66.5,,
906026,TERMINAL ZAPATA 300A. INFRA ZAP300,57.63,79.5,,
906027,TERMINAL ZAPATA 500A. INFRA ZAP500,49.12,64.85,,
906028,TERMINAL COBRE SOLDAR # 8 SGL 35A.,2.39,3.15,,
906029,TERMINAL COBRE SOLDAR # 6 SGL 50A.,3,3.95,,
906030,TERMINAL COBRE SOLDAR # 2 SGL 90A.,7.63,10.25,,
906031,TERMINAL COBRE SOLDAR # 3/0 SGL 175A.,13.98,18.45,,
906032,TERMINAL COBRE SOLDAR SGL 225A.,11.3,14.9,,
906033,TERMINAL COBRE SOLDAR SGL 250A.,8.76,12.18,,
906034,TERMINAL ZAPATA CU/AL A3-35 6-14,2.06,2.75,,
906035,TERMINAL ZAPATA CU/AL A-150 2/0-14,5.03,6.75,,
906036,TERMINAL COBRE S/B # 1/0,10.25,13.5,,
906037,TERMINAL ZAPATA CU/AL AB-35  6-14,1.56,0.06,,
906038,TERMINAL ZAPATA CU/AL A-90 2-14,3.92,6,,
906039,TERMINAL ZAPATA CU/AL A-125 1/0-14,5.65,7.5,,
906040,TERMINAL ZAPATA CU/AL A-250 250-6,19.56,28.75,,
906041,TERMINAL ZAPATA CU/AL A-350  350-6,25.8,34,,
906042,TERMINAL COBRE SLU T/TOR.  70/90A 2-8,8.97,11.85,,
906043,TERMINAL COBRE SLU T/TOR. 125A 1/0-2,6.55,8.7,,
906044,TERMINAL COBRE SLU T/TOR. 175A. 3/0-4,21.8,28.85,,
906045,8781353000     TERMINALES     -BOSCH-,0.6,0.85,,
906046,8781353007     TERMINALES     -BOSCH-,2.1,2.8,,
906047,1901355882     TERMINAL HEMBRA CAL. 10   «BOSCH»,1.5,2,,
906048,1901360821     TERMINALES     -BOSCH-,1.26,1.7,,
906049,8781353133     TERMINALES     -BOSCH-,1.54,2.05,,
906050,1901355866     TERMINALES      -BOSCH-,1.19,1.6,,
906051,1901355876     TERMINALES     -BOSCH-,1.37,1.85,,
906052,8781353009     TERMINAL DE UÑA CAL. 12     -BOSCH-,1.19,1.6,,
906053,8781355011     TERMINALES     -BOSCH-,0.69,0.95,,
906054,8784480001     TERMINALES     -BOSCH-,1.33,1.75,,
906055,8781353128     TERMINALES     -BOSCH-,1.82,2.4,,
906056,8781353001     TERMINALES     -BOSCH-,2.06,2.75,,
906057,8781355810     TERMINALES     -BOSCH-,2.1,2.8,,
906058,1901355881     TERMINALES     -BOSCH-,1.23,1.65,,
906059,8744478015     TERMINALES     -BOSCH-,1.33,1.75,,
906060,8784480000     TERMINALES     -BOSCH-,1.02,1.35,,
906061,8781353122     TERMINALES     -BOSCH-,0.98,1.3,,
906062,8784480010     TERMINALES     -BOSCH-,1.25,1.75,,
906063,8781353130     TERMINALES   -BOSCH-,1.3,1.75,,
906064,TERMINAL COBRE SOLDAR SGL 400 A. 500MCM,28.38,36.9,,
906065,TERMINAL COBRE SOLDAR # 2/0 SGL 150A.,12.36,16.5,,
906067,T-25     TERMINALES PARA INSTALACIONES,0.34,0.5,,
906068,T-35     TERMINALE 1/4 MACHO AMARILLA,0.39,0.8,,
906069,T-24     TERMINALES PARA INSTALACIONES,0.34,0.5,,
906070,T-26   TERMINALES PARA INSTALACIONES,0.34,0.5,,
906072,TERMINAL COBRE SOLDAR SGL  25A.,2.13,2.85,,
906075,B01 1112  TERMINAL OJAL TOR3/16     3M,0.6,0.8,,
906076,B01 1113  TERMINAL OJAL TOR1/4       3M,0.7,0.95,,
906077,C01 1112  TERMINAL OJAL TOR1/4       3M,0.56,0.75,,
906078,D01 1105  TERMINAL OJAL TOR5/32     3M,0.54,0.75,,
906079,D01 1107  TERMINAL OJAL TOR1/4       3M,0.65,0.9,,
906080,B06 1105  TERMINAL HORQUILLA  TOR3/16     3M,0.53,0.7,,
906081,C06 1105  TERMINAL HORQUILLA  TOR3/16     3M,0.57,0.75,,
906082,D06 1102  TERMINAL HORQUILLA  TOR5/32     3M,0.57,0.75,,
906083,C29 1104  TERMINAL HEMBRA AZUL     3M,0.65,0.85,,
906084,D29 1101  TERMINAL HEMBRA AMAR     3M,0.8,1.05,,
906085,C35 1102  TERMINAL MACHO  AZUL     3M,0.5,0.65,,
906086,D35 1101  TERMINAL MACHO AMAR     3M,0.84,1.1,,
906087,C67 1101  TERMINAL PIN AZUL   3M,0.75,1,,
906088,D67 1101  TERMINAL PIN AMAR    3M,1,1.35,,
906089,TERMINAL COBRE SOLDAR # 4 SGL 70A.,4.99,6.65,,
906090,TERMINAL COBRE SOLDAR TM 16mm # 6,1.24,1.65,,
906091,TERMINAL SOLDAR CU-EST TM 70mm # 2/0 150A.,10.65,14.25,,
906092,TERMINAL COBRE SOLDAL SLU T/TOR. 35/50A. 6-14,3.22,4.3,,
906095,8784480009     TERMINALES     -BOSCH-,0.77,1.05,,
906096,TERMINAL COBRE SOLDAL SLU T/TOR. 25A. 10-14,2.69,3.65,,
906097,TERMINAL SOLDAR CU-EST TM 25MM # 4  70A.,4.52,6.25,,
906098,TERMINAL SOLDAR CU-EST TM 95mm # 3/0 175A.,9.21,15.25,,
906099,878448009       TERMINALES EMPALME      -BOSCH-,0.62,0.85,,
